Drug	Target
	CHRM4 [HSA:1132] [KO:K04132]
D06335	ITGA2B/ITGB3 [HSA:3674 3690] [KO:K06476 K06493]
D06342	OPRD1 [HSA:4985] [KO:K04213]
	OPRK1 [HSA:4986] [KO:K04214]
	OPRM1 [HSA:4988] [KO:K04215]
D06343	HTR2 [HSA:3356 3357 3358] [KO:K04157]
D06344	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D06348	CD22 (SIGLEC2) [HSA:933] [KO:K06467]
D06349	CD22 (SIGLEC2) [HSA:933] [KO:K06467]
D06350	CEACAM [HSA:1048 1084 1087 1088 1089 4680 634 90273] [KO:K06499]
D06351	CEACAM [HSA:1048 1084 1087 1088 1089 4680 634 90273] [KO:K06499]
D06353	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D06354	HTR1A [HSA:3350] [KO:K04153]
D06355	HRH2 [HSA:3274] [KO:K04150]
D06356	CD4 [HSA:920] [KO:K06454]
D06357	NR3C4 (AR) [HSA:367] [KO:K08557]
D06358	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D06361	DNA
D06363	CACNA1B [HSA:774] [KO:K04849]
D06364	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D06365	ACHE [HSA:43] [KO:K01049]
D06373	sterol 14alpha-demethylase [KO:K05917]
D06374	ADRB2 [HSA:154] [KO:K04142]
D06376	HRH1 [HSA:3269] [KO:K04149]
D06378	FDPS [HSA:2224] [KO:K00787]
D06379	FDPS [HSA:2224] [KO:K00787]
D06380	ADRA1D [HSA:146] [KO:K04137]
	ADRA1A [HSA:148] [KO:K04135]
D06381	CD5 [HSA:921] [KO:K06455]
D06386	TOP2 [HSA:7153 7155] [KO:K03164]
D06387	ABCB1 (CD243) [HSA:5243] [KO:K05658]
D06388	TRPV1 [HSA:7442] [KO:K05222]
D06390	50S ribosomal subunit
D06394	ADRA1A [HSA:148] [KO:K04135]
D06395	OPRK1 [HSA:4986] [KO:K04214]
D06396	HTR4 [HSA:3360] [KO:K04160]
	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D06397	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
	SRD5A2 [HSA:6716] [KO:K12344]
D06398	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D06400	FSHR [HSA:2492] [KO:K04247]
D06401	SLC12A3 (TSC) [HSA:6559] [KO:K14426]
D06402	CSF1R (FMS, CD115) [HSA:1436] [KO:K05090]
	FLT3 (CD135) [HSA:2322] [KO:K05092]
	PDGFR [HSA:5156 5159] [KO:K04363 K05089]
	RET [HSA:5979] [KO:K05126]
	VEGFR1 (FLT1) [HSA:2321] [KO:K05096]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
	KIT (CD117) [HSA:3815] [KO:K05091]
D06403	AKR1B1 [HSA:231] [KO:K00011]
D06404	GLP1R [HSA:2740] [KO:K04581]
D06405	OPRK1 [HSA:4986] [KO:K04214]
D06407	EGFR [HSA:1956] [KO:K04361]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	RET [HSA:5979] [KO:K05126]
D06409	VEGFA [HSA:7422] [KO:K05448]
D06410	F2 [HSA:2147] [KO:K01313]
D06412	REN [HSA:5972] [KO:K01380]
D06413	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
	PDGFR [HSA:5156 5159] [KO:K04363 K05089]
	KIT (CD117) [HSA:3815] [KO:K05091]
D06414	BCR-ABL [HSA_VAR:25v1] [HSA:25] [KO:K06619]
	KIT (CD117) [HSA:3815] [KO:K05091]
	SRC [HSA:6714] [KO:K05704]
	LCK [HSA:3932] [KO:K05856]
	YES1 [HSA:7525] [KO:K05705]
	FYN [HSA:2534] [KO:K05703]
	EPHA2 [HSA:1969] [KO:K05103]
	PDGFRB [HSA:5159] [KO:K05089]
D06456	HBA [HSA:3039 3040] [KO:K13822]
	HBB [HSA:3043] [KO:K13823]
D06457	LHCGR [HSA:3973] [KO:K04248]
	FSHR [HSA:2492] [KO:K04247]
D06459	LHCGR [HSA:3973] [KO:K04248]
	FSHR [HSA:2492] [KO:K04247]
D06463	CD23 [HSA:2208] [KO:K06468]
D06478	HIV protease [KO:K22599]
D06482	NR1A (THR) [HSA:7067 7068] [KO:K05547 K08362]
D06495	SSTR2 [HSA:6752] [KO:K04218]
D06503	TYMS [HSA:7298] [KO:K00560]
	DHFR [HSA:1719 200895] [KO:K00287]
	GART [HSA:2618] [KO:K11787]
D06517	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
	SCN11A [HSA:11280] [KO:K04843]
D06543	NR1B (RAR) [HSA:5914 5915 5916] [KO:K08527 K08528 K08529]
D06544	MC2R [HSA:4158] [KO:K04200]
D06546	PTH1R [HSA:5745] [KO:K04585]
D06551	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D06552	HRH1 [HSA:3269] [KO:K04149]
D06553	DPP4 (CD26) [HSA:1803] [KO:K01278]
D06554	HSP90 [HSA:3320 3326 7184] [KO:K04079 K09487]
D06555	HPV protein E6 [KO:K21807]
	HPV protein E7 [KO:K21809]
D06556	IL12 [HSA:3592 3593] [KO:K05406 K05425]
	IL23A [HSA:51561] [KO:K05426]
D06557	CCR5 (CD195) [HSA:1234] [KO:K04180]
D06558	penicillin binding protein
D06560	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D06561	phosphatidylserine (host-specific proteins)
D06562	ADRB2 [HSA:154] [KO:K04142]
D06563	TGFB2 [HSA:7042] [KO:K13376]
D06564	HIV gag [KO:K22951] (mRNA)
D06565	ARSB* [HSA_VAR:411v1] [HSA:411] [KO:K01135]
D06566	HTR1A [HSA:3350] [KO:K04153]
	DRD2 [HSA:1813] [KO:K04145]
D06567	HTR1A [HSA:3350] [KO:K04153]
	DRD2 [HSA:1813] [KO:K04145]
D06569	MC4R [HSA:4160] [KO:K04202]
	MC1R [HSA:4157] [KO:K04199]
D06570	VCAM1 [HSA:7412] [KO:K06527]
D06574	TACR1 (NK1R) [HSA:6869] [KO:K04222]
D06576	TUBB [HSA:10381 10382 10383 203068 347688 347733 7280 81027 84617] [KO:K07375]
D06578	DPP4 (CD26) [HSA:1803] [KO:K01278]
D06580	HIV-1 reverse transcriptase [KO:K24802]
D06582	VCAM1 [HSA:7412] [KO:K06527]
D06590	ITGA4 (CD49D) [HSA:3676] [KO:K06483]
D06596	PNP [HSA:4860] [KO:K03783]
D06597	TACR1 (NK1R) [HSA:6869] [KO:K04222]
D06598	50S ribosomal subunit
D06600	PLA2G4A [HSA:5321] [KO:K16342]
D06606	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D06609	FDFT1 [HSA:2222] [KO:K00801]
D06610	ERBB2 (HER2, CD340) [HSA:2064] [KO:K05083]
D06611	TNFRSF10B (TRAILR2, CD262) [HSA:8795] [KO:K04722]
D06612	GUCY2C [HSA:2984] [KO:K12320]
D06613	HTR2C [HSA:3358] [KO:K04157]
D06618	OPRM1 [HSA:4988] [KO:K04215]
D06619	TLR4 (CD284) [HSA:7099] [KO:K10160]
	NOD2 [HSA:64127] [KO:K10165]
D06621	RSV F protein [KO:K19261]
D06622	ADRB1 [HSA:153] [KO:K04141]
D06623	HTR2 [HSA:3356 3357 3358] [KO:K04157]
	HTR6 [HSA:3362] [KO:K04162]
	HRH1 [HSA:3269] [KO:K04149]
	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	DRD2 [HSA:1813] [KO:K04145]
	DRD3 [HSA:1814] [KO:K04146]
	DRD4 [HSA:1815] [KO:K04147]
D06625	DNA
D06630	sterol 14alpha-demethylase [KO:K05917]
D06631	NR3A2 (ESR2) [HSA:2100] [KO:K08551]
D06632	HTR2A [HSA:3356] [KO:K04157]
D06633	HTR2A [HSA:3356] [KO:K04157]
D06634	CTSK [HSA:1513] [KO:K01371]
D06635	IL1 [HSA:3552 3553] [KO:K04383 K04519]
D06637	HDAC [HSA:3065 3066 8841 9759 10014 10013 51564 55869 9734 83933 79885] [KO:K06067 K11404 K11406 K11407 K11408 K11405 K11409 K18671 K11418]
D06640	KCNN4 [HSA:3783] [KO:K04945]
D06641	SLC5A2 (SGLT2) [HSA:6524] [KO:K14382]
D06645	DPP4 (CD26) [HSA:1803] [KO:K01278]
D06646	ADRB1 [HSA:153] [KO:K04141]
D06647	NR1C (PPAR) [HSA:5465 5467 5468] [KO:K07294 K04504 K08530]
D06648	VCAM1 [HSA:7412] [KO:K06527]
D06649	ITGA2B/ITGB3 [HSA:3674 3690] [KO:K06476 K06493]
D06650	HSP90 [HSA:3320 3326 7184] [KO:K04079 K09487]
D06651	HCV NS5B polymerase [KO:K22472]
D06652	KCNA1 [HSA:3736] [KO:K04874]
D06653	KCNA1 [HSA:3736] [KO:K04874]
D06655	GHRHR [HSA:2692] [KO:K04584]
D06656	GRIA [HSA:2890 2891 2892 2893] [KO:K05197 K05198 K05199 K05200]
	GRIK [HSA:2897 2898 2899 2900 2901] [KO:K05201 K05202 K05203 K05204 K05205]
D06657	CTLA4 (CD152) [HSA:1493] [KO:K06538]
D06659	CYSLTR1 [HSA:10800] [KO:K04322]
D06660	HTR2C [HSA:3358] [KO:K04157]
D06664	ALOX5AP [HSA:241] [KO:K20735]
D06665	KCNA5 [HSA:3741] [KO:K04878]
	KCND3 [HSA:3752] [KO:K04893]
	SCN5A [HSA:6331] [KO:K04838]
D06666	HPV protein E7 [KO:K21809]
D06667	HSP90B1 (GP96) [HSA:7184] [KO:K09487]
D06669	MTOR [HSA:2475] [KO:K07203]
D06670	CCR5 (CD195) [HSA:1234] [KO:K04180]
D06671	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D06672	AVPR1 [HSA:552 553] [KO:K04226 K04227]
	AVPR2 [HSA:554] [KO:K04228]
D06673	NR3C1 (GR) [HSA:2908] [KO:K05771]
D06674	PLA2G4A [HSA:5321] [KO:K16342]
D06675	HBV reverse transcriptase [KO:K21037]
D06676	HIV-1 integrase [KO:K24803]
D06677	HIV-1 integrase [KO:K24803]
D06678	PDGFR [HSA:5156 5159] [KO:K04363 K05089]
	RET [HSA:5979] [KO:K05126]
	VEGFR1 (FLT1) [HSA:2321] [KO:K05096]
	VEGFR2 (KDR) [HSA:3791] [KO:K05098]
	VEGFR3 (FLT4) [HSA:2324] [KO:K05097]
	KIT (CD117) [HSA:3815] [KO:K05091]
D06876	NR3C1 (GR) [HSA:2908] [KO:K05771]
D06877	CHRM1 [HSA:1128] [KO:K04129]
D06878	CHRM3 [HSA:1131] [KO:K04131]
D06880	F2 [HSA:2147] [KO:K01313]
D06881	ATP1A [HSA:476 477 478 480] [KO:K01539]
D06883	sterol 14alpha-demethylase [KO:K05917]
D06884	30S ribosomal subunit
D06885	30S ribosomal subunit
D06886	ITGA4 (CD49D) [HSA:3676] [KO:K06483]
D06887	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D06888	ITGA2B/ITGB3 [HSA:3674 3690] [KO:K06476 K06493]
D06889	CSF3R (GCSFR, CD114) [HSA:1441] [KO:K05061]
D07057	HIV-1 reverse transcriptase [KO:K24802]
D07058	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D07060	dihydropteroate synthase [KO:K00796]
D07064	VKORC1 [HSA:79001] [KO:K05357]
	NQO1 [HSA:1728] [KO:K00355]
D07065	DRD2 [HSA:1813] [KO:K04145]
	DRD1 [HSA:1812] [KO:K04144]
D07070	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07071	DNA
D07072	HRH2 [HSA:3274] [KO:K04150]
D07073	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07077	EDNRA [HSA:1909] [KO:K04197]
D07078	CHRM3 [HSA:1131] [KO:K04131]
D07079	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07080	DPP4 (CD26) [HSA:1803] [KO:K01278]
D07081	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07082	F2 [HSA:2147] [KO:K01313]
D07083	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07084	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07085	DNA
D07086	F10 [HSA:2159] [KO:K01314]
D07088	PDE4 [HSA:5141 5142 5143 5144] [KO:K13293]
D07089	PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]
D07094	CACNA1S [HSA:779] [KO:K04857]
D07096	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D07097	ADRA1A [HSA:148] [KO:K04135]
	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
D07099	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07100	TOP2 [HSA:7153 7155] [KO:K03164]
D07101	DRD2 [HSA:1813] [KO:K04145]
D07102	DRD2 [HSA:1813] [KO:K04145]
D07106	fumarate reductase
D07113	OPRM1 [HSA:4988] [KO:K04215]
	OPRD1 [HSA:4985] [KO:K04213]
	OPRK1 [HSA:4986] [KO:K04214]
D07116	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07117	ABCC8 (SUR1) [HSA:6833] [KO:K05032]
D07118	ABCC8 (SUR1) [HSA:6833] [KO:K05032]
D07119	FDPS [HSA:2224] [KO:K00787]
D07121	SRD5A1 [HSA:6715] [KO:K12343]
	SRD5A2 [HSA:6716] [KO:K12344]
	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D07122	OPRM1 [HSA:4988] [KO:K04215]
D07123	FDPS [HSA:2224] [KO:K00787]
D07124	ADRA1A [HSA:148] [KO:K04135]
D07125	HRH1 [HSA:3269] [KO:K04149]
D07127	NR3C4 (AR) [HSA:367] [KO:K08557]
D07129	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D07130	CPS1 [HSA:1373] [KO:K01948]
D07131	VKORC1 [HSA:79001] [KO:K05357]
D07132	OPRK1 [HSA:4986] [KO:K04214]
	OPRM1 [HSA:4988] [KO:K04215]
D07133	HIV-1 integrase [KO:K24803]
D07134	VKORC1 [HSA:79001] [KO:K05357]
D07135	VKORC1 [HSA:79001] [KO:K05357]
D07136	VKORC1 [HSA:79001] [KO:K05357]
D07137	VKORC1 [HSA:79001] [KO:K05357]
D07140	TBXA2R [HSA:6915] [KO:K04264]
	TBXAS1 (CYP5A1) [HSA:6916] [KO:K01832]
D07141	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07142	PTGS1 (COX1) [HSA:5742] [KO:K00509]
D07143	F2 [HSA:2147] [KO:K01313]
D07144	F2 [HSA:2147] [KO:K01313]
D07147	ATP1A [HSA:476 477 478 480] [KO:K01539]
D07156	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07165	HCN [HSA:348980 610 57657 10021] [KO:K04954 K04955 K04956 K04957]
D07171	EDNRA [HSA:1909] [KO:K04197]
D07175	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D07181	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07182	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07183	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07184	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07185	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D07187	NR1C1 (PPARA) [HSA:5465] [KO:K07294]
D07193	sterol 14alpha-demethylase [KO:K05917]
D07194	HRH1 [HSA:3269] [KO:K04149]
D07195	HRH1 [HSA:3269] [KO:K04149]
D07196	HRH1 [HSA:3269] [KO:K04149]
D07197	HRH1 [HSA:3269] [KO:K04149]
D07198	HRH1 [HSA:3269] [KO:K04149]
D07201	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07202	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07203	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07214	NR1A (THR) [HSA:7067 7068] [KO:K05547 K08362]
D07217	DRD2 [HSA:1813] [KO:K04145]
D07220	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D07221	NR3A (ESR) [HSA:2099 2100] [KO:K08550 K08551]
D07222	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D07223	NR3C3 (PGR) [HSA:5241] [KO:K08556]
D07226	CHRM3 [HSA:1131] [KO:K04131]
	CHRM2 [HSA:1129] [KO:K04130]
D07227	AVPR1 [HSA:552 553] [KO:K04226 K04227]
	AVPR2 [HSA:554] [KO:K04228]
D07228	OXTR [HSA:5021] [KO:K04229]
D07229	OXTR [HSA:5021] [KO:K04229]
D07230	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07231	TPO [HSA:7173] [KO:K00431]
D07234	penicillin binding protein
D07235	penicillin binding protein
D07236	penicillin binding protein
D07237	penicillin binding protein
D07238	dihydrofolate reductase [KO:K13938]
D07239	dihydropteroate synthase [KO:K00796]
D07240	dihydropteroate synthase [KO:K00796]
D07241	dihydropteroate synthase [KO:K00796]
D07242	50S ribosomal subunit
D07249	HSV1 DNA polymerase [KO:K18964]
D07252	DNA
D07253	DNA
D07254	DNA
D07255	DNA
D07256	DNA
D07257	HK [HSA:3098 3099 3101 80201] [KO:K00844]
D07258	AMD1 [HSA:262] [KO:K01611]
D07259	GNRHR [HSA:2798] [KO:K04280]
D07260	CYP19A1 (ARO) [HSA:1588] [KO:K07434]
D07267	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07268	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07269	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07272	CHRN (neuronal type) [HSA:1135 1136 1137 1138 8973 1139 55584 57053 1141 1142 1143] [KO:K04804 K04805 K04806 K04807 K04808 K04809 K04810 K04811 K04813 K04814 K04815]
D07273	CHRN (neuronal type) [HSA:1135 1136 1137 1138 8973 1139 55584 57053 1141 1142 1143] [KO:K04804 K04805 K04806 K04807 K04808 K04809 K04810 K04811 K04813 K04814 K04815]
D07278	XDH [HSA:7498] [KO:K00106]
D07281	FDPS [HSA:2224] [KO:K00787]
D07283	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D07285	OPRM1 [HSA:4988] [KO:K04215]
D07286	OPRM1 [HSA:4988] [KO:K04215]
D07294	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07298	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D07299	SCN3A [HSA:6328] [KO:K04836]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
D07301	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07302	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07303	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07305	DRD2 [HSA:1813] [KO:K04145]
	DRD3 [HSA:1814] [KO:K04146]
D07306	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D07307	HTR2C [HSA:3358] [KO:K04157]
	HTR2A [HSA:3356] [KO:K04157]
D07309	DRD2 [HSA:1813] [KO:K04145]
D07310	DRD2 [HSA:1813] [KO:K04145]
	DRD3 [HSA:1814] [KO:K04146]
D07312	DRD2 [HSA:1813] [KO:K04145]
D07316	HTR2C [HSA:3358] [KO:K04157]
	SIGMAR1 [HSA:10280] [KO:K20719]
	DRD3 [HSA:1814] [KO:K04146]
D07326	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D07328	GABR [HSA:2554 2555 2556 2557 2558 2559 2560 2561 2562 2563 2564 2565 2566 2567 2568 55879] [KO:K05175 K05181 K05184 K05185 K05186 K05189 K05192]
D07330	GABRA1 [HSA:2554] [KO:K05175]
D07334	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D07337	MAO [HSA:4128 4129] [KO:K00274]
D07338	MAO [HSA:4128 4129] [KO:K00274]
D07349	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07353	DNA
D07377	ADRB2 [HSA:154] [KO:K04142]
D07385	OPRM1 [HSA:4988] [KO:K04215]
D07398	HRH1 [HSA:3269] [KO:K04149]
D07400	HRH1 [HSA:3269] [KO:K04149]
D07401	HRH1 [HSA:3269] [KO:K04149]
D07402	HRH1 [HSA:3269] [KO:K04149]
D07403	HRH1 [HSA:3269] [KO:K04149]
D07404	HRH1 [HSA:3269] [KO:K04149]
D07405	HDC [HSA:3067] [KO:K01590]
D07406	HRH1 [HSA:3269] [KO:K04149]
D07407	HRH1 [HSA:3269] [KO:K04149]
	PTAFR [HSA:5724] [KO:K04279]
D07411	50S ribosomal subunit
D07417	MC2R [HSA:4158] [KO:K04200]
D07421	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07425	PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]
D07431	SSTR [HSA:6751 6752 6753 6754 6755] [KO:K04217 K04218 K04219 K04220 K04221]
D07434	NR3A1 (ESR1) [HSA:2099] [KO:K08550]
D07436	TNF (TNFA, TNFSF2) [HSA:7124] [KO:K03156]
D07439	PDE [HSA:10846 27115 50940 5136 5137 5138 5139 5140 5141 5142 5143 5144 5150 5151 5153 8622] [KO:K18438 K18436 K13298 K13755 K18283 K19021 K13296 K13293 K18437]
D07441	Influenza A virus M2 [KO:K19394]
	GRIN (NMDAR) [HSA:2902 2903 2904 2905 2906] [KO:K05208 K05209 K05210 K05211 K05212]
D07443	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07444	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D07445	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D07447	SCNN1 [HSA:6337 6338 6340] [KO:K04824 K04825 K04827]
D07448	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D07449	SLC6A4 (HTT) [HSA:6532] [KO:K05037]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D07450	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D07451	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRB1 [HSA:153] [KO:K04141]
	ADRB2 [HSA:154] [KO:K04142]
D07452	penicillin binding protein
D07453	PTGS1 (COX1) [HSA:5742] [KO:K00509]
	PTGS2 (COX2) [HSA:5743] [KO:K11987]
D07455	PDE3 [HSA:5139 5140] [KO:K19021 K13296]
D07456	NR3C4 (AR) [HSA:367] [KO:K08557]
D07457	GGCX [HSA:2677] [KO:K10106]
D07458	HRH1 [HSA:3269] [KO:K04149]
D07459	HRH1 [HSA:3269] [KO:K04149]
D07460	DRD1 [HSA:1812] [KO:K04144]
	DRD2 [HSA:1813] [KO:K04145]
D07461	ADRA2 [HSA:150 151 152] [KO:K04138 K04139 K04140]
D07462	30S ribosomal subunit
D07463	ADRB2 [HSA:154] [KO:K04142]
D07464	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07465	ADRA1 [HSA:148 147 146] [KO:K04135 K04136 K04137]
	ADRB1 [HSA:153] [KO:K04141]
	ADRB2 [HSA:154] [KO:K04142]
D07467	30S ribosomal subunit
D07468	SCN1A [HSA:6323] [KO:K04833]
	SCN2A [HSA:6326] [KO:K04834]
	SCN3A [HSA:6328] [KO:K04836]
	SCN4A [HSA:6329] [KO:K04837]
	SCN5A [HSA:6331] [KO:K04838]
	SCN8A [HSA:6334] [KO:K04840]
	SCN9A [HSA:6335] [KO:K04841]
	SCN10A [HSA:6336] [KO:K04842]
	SCN11A [HSA:11280] [KO:K04843]
D07469	penicillin binding protein
D07470	30S ribosomal subunit
D07471	HIV protease [KO:K22599]
D07472	TYMS [HSA:7298] [KO:K00560]
	DHFR [HSA:1719 200895] [KO:K00287]
	GART [HSA:2618] [KO:K11787]
D07473	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
D07474	HMGCR [HSA:3156] [KO:K00021]
D07475	OXTR [HSA:5021] [KO:K04229]
D07477	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07479	acetylcholinesterase (AChE) [KO:K01049]
D07481	HTR3 [HSA:3359 9177 170572 200909 285242] [KO:K04819]
D07482	HRH1 [HSA:3269] [KO:K04149]
D07483	HRH1 [HSA:3269] [KO:K04149]
D07484	penicillin binding protein
D07486	50S ribosomal subunit
D07487	penicillin binding protein
D07489	ADRB2 [HSA:154] [KO:K04142]
D07491	ADORA1 [HSA:134] [KO:K04265]
D07492	HRH1 [HSA:3269] [KO:K04149]
D07493	HRH1 [HSA:3269] [KO:K04149]
D07494	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D07495	NR3C1 (GR) [HSA:2908] [KO:K05771]
D07496	ADRB [HSA:153 154 155] [KO:K04141 K04142 K04143]
D07497	30S ribosomal subunit
D07499	ACE (CD143) [HSA:1636] [KO:K01283]
D07501	DNA
D07507	HIV-1 reverse transcriptase [KO:K24802]
D07509	CACNA1-L [HSA:775 776 778 779] [KO:K04850 K04851 K04853 K04857]
D07510	SERPINC1 (AT3) [HSA:462] [KO:K03911]
D07511	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07513	CHRM [HSA:1128 1129 1131 1132 1133] [KO:K04129 K04130 K04131 K04132 K04133]
D07514	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
	SLC6A3 (DAT1) [HSA:6531] [KO:K05036]
D07515	SLC18A2 (VMAT2) [HSA:6571] [KO:K08155]
	SLC6A2 (NAT1) [HSA:6530] [KO:K05035]
